# Kalmasoft Databases
# Database of Arabic words of Amharic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master/amharic; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Amharic/KDBAMARA
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 16/12/2021 12:54 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: +3,690
# Copyright ©1999-2021 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 5 digits identification number, [A######]
#	Amharic: Amharic entry
#	AMIPA: Reading for Amharic (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	AMClass/ARClass: Amharic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [iso]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [iso]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	AMSubclass/ARSubclass: Amharic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	AMDomain/ARDomain: Amharic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Amharic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootAM: Amharic theoretical root
#	RootAR: Arabic root
#	Gloss: English meaning of the Amharic entry
# ================================================================================================

ID	Amharic	AMIPA	ARIPA	Arabic	AMClass	ARClass	AMSubclass	ARSubclass	AMDomain	ARDomain	Category	RootAM	RootAR	Gloss
A00187	ተንበለበለ	/tɛnɨbɛlɛbɛlɛ/	/balbala/	بَلْبَلَ	VP	VP						*በለበለ	بلبل	blaze up
A00188	ተንበልብሎ	/tɛnɨbɛlɨbɨlo/	/balbalatun/	بَلْبَلَةُ	G	M						*በለበለ	بلبل	blaze up
A00189	ይንበለበላል	/jɨnɨbɛlɛbɛlaːl/	/jabalbilanna/	يَبَلْبِلَنَّ	VC	VC						*በለበለ	بلبل	blaze up
A00190	ይንበልበል	/jɨnɨbɛlɨbɛl/	/jabalbil/	يَبَلْبِل	VI	VI						*በለበለ	بلبل	blaze up
A00191	መብላት	/mɛbɨlaːt/	/mablaʕ/	مَبْلَع	I							በላህ	بلع	eat
A00192	በላ	/bɛlaː/	/balaʕa/	بَلَعَ	VP	VP						በላህ	بلع	eat
A00193	በልቶ	/bɛlɨto/	/balʕun/	بَلْعٌ	G	M						በላህ	بلع	eat
A00194	በልቶ	/bɛlɨto/	/balʕatun/	بَلْعَةٌ	G	M						በላህ	بلع	eat
A00195	ይበላል	/jɨbɛlaːl/	/jabliʕanna/	يَبْلِعَنَّ	VC	VC						በላህ	بلع	eat
A00196	ይብላ	/jɨbɨlaː/	/jablaʕ/	يَبْلَع	VI	VI						በላህ	بلع	eat
A00197	አብላ	/ʔɛbɨlaː/	/iblaʕ/	إبْلَع	VM	VM						በላህ	بلع	feed
A00198	አብልቶ	/ʔɛbɨlɨto/	/balʕun/	بَلْعٌ	G	M						በላህ	بلع	feed
A00199	መባለግ	/mɛbalɛg/	/mablaɣ/	مَبْلَغ	I							ባህለገ	بلغ	be rude
A00200	ባለገ	/balɛgɛ/	/baːlaɣa/	بَالَغَ	VP	VP						ባህለገ	بلغ	be rude
A00201	ባለጌ	/balɛge/	/baːliɣ/	بَالِغ	P	P						ባህለገ	بلغ	be rude
A00202	ባልጎ	/balɨgo/	/balɣun/	بَلْغٌ	G	M						ባህለገ	بلغ	be rude
A00203	ይባልጋል	/jɨbalɨgal/	/jabliɣanna/	يَبْلِغَنَّ	VC	VC						ባህለገ	بلغ	be rude
A00204	ይባልግ	/jɨbalɨg/	/jabaːliɣ/	يَبْالِغ	VI	VI						ባህለገ	بلغ	be rude
A00205	በደ፟ለ	/bɛddɛlɛ/	/bahdala/	بَهْدَلَ	VP	VP							بهدل	ill-treat
A00206	በዳ፟ይ	/bɛddaj/	/bahdaːl/	بَهْدَال	P	P							بهدل	ill-treat
A00207	በድ፟ል	/bɛddɨl/	/bahdil/	بَهْدِل	VM	VM							بهدل	ill-treat
A00208	በድ፟ሎ	/bɛddɨlo/	/bahdalun/	بَهْدَلٌ	G	M							بهدل	ill-treat
A00209	ይበድ፟ል	/jɨbɛddɨl/	/jabahdil/	يَبَهْدِل	VI	VI							بهدل	ill-treat
A00210	በደል	/bɛdɛl/	/bahdal/	بَهْدَل	N	N							بهدل	ill-treatment, harm, damage, mar, abuse
A00211	መባል	/mɛbal/	/mabhal/	مَبْهَل	I							*ባህለ	بهل	say
A00212	ባለ	/balɛ/	/bahala/	بَهَلَ	VP	VP						*ባህለ	بهل	say
A00213	ባይ	/baj/	/baːhil/	بَاهِل	P	P						*ባህለ	بهل	say
A00214	ብሎ	/bɨlo/	/bahlun/	بَهْلٌ	G	M						*ባህለ	بهل	say
A00215	ይባላል	/jɨbalaːl/	/jabhilanna/	يَبْهِلَنَّ	VC	VC						*ባህለ	بهل	say
A00216	ይባል	/jɨbal/	/jabhal/	يَبْهَل	VI	VI						*ባህለ	بهل	say
A00217	በወዘ	/bɛwɛzɛ/	/bawaza/	بَوَزَ	VP	VP							بوز	shuffle cards
A00218	ቤተልሔም	/betɛlɨhem/	/bajtlaħm/	بَيْتْلَحم	N	N			RLGN	RLGN			بيت	bethlehem
A00219	ቤት	/bet/	/bajt/	بَيْت	N	N	SNG	SNG	DMST	DMST			بيت	house
A00220	አብያት	/ʔɛbɨjat/	/ʔabjːat/	أبْيَات	N	N	PLR	PLR	DMST	DMST			بيت	house
A00221	ማዕድ፡ቤት	/maːʕɨdɨ፡bet/	/bajt almaːida/	بَيْت المائِدة	N	N			DMST	DMST			بيت	kitchen
A00222	ሐኪም፡ቤት	/hɛkimɨ፡bet/	/bajt alħikma/	بَيْت الحِكْمة	N	N							بيت	sanatorium, infirmary, sickbay
A00223	ቤተመቅደስ	/betɛmɛkʼɨdɛs/	/bajt aːlmaqdis/	بَيْت المَقْدِس	N	N			RLGN	RLGN	SSH		بيت	shrine, sanctuary, holy place, place of worship
A00224	ቤተ፡ክህነት	/betɛ፡kɨhɨnɛt/	/bajt alkaːhin/	بَيْت الكَاهِن	N	N			RLGN	RLGN			بيت	the head office of the orthodox church
A00225	በያኝ	/bɛjaɲ/	/bajaːn/	بَيَان	N	N	SNG	SNG					بين	a high ranking court-officer who pronounces sentence
A00226	መበየን	/mɛbɛjan/	/mabijan/	مَبْيَن	I							በየ፟ነ	بين	decree
A00227	በየነ	/bɛjanɛ/	/bajiːjana/	بَيَّنَ	VP	VP						በየ፟ነ	بين	decree
A00228	በያኝ	/bɛjaɲ/	/bajjːan/	بَيَّان	P	P						በየ፟ነ	بين	decree
A00229	በይኖ	/bɛjɨno/	/bajnun/	بَيْنٌ	G	M						በየ፟ነ	بين	decree
A00230	በይኖ	/bɛjɨno/	/bajaːnun/	بَيَانٌ	G	M						በየ፟ነ	بين	decree
A00231	ይበይናል	/jɨbɛjɨnal/	/jabjinanna/	يَبْيِنَنَّ	VC	VC						በየ፟ነ	بين	decree
A00232	ይበይን	/jɨbɛjɨn/	/jabiːn/	يَبِين	VI	VI						በየ፟ነ	بين	decree
A00233	ብያኔ	/bɨjane/	/bajaːn/	بَيَان	N	N	SNG	SNG				በየ፟ነ	بين	ruling, verdict, sentence
A00234	ብይን	/bɨjɨn/	/bajaːn/	بَيَان	N	N	SNG	SNG				በየ፟ነ	بين	ruling, verdict, sentence
A00235	መቸርቸር	/mɛtʃɛrɨtʃɛr/	/matdʒar/	مَتْجَر	G	G							تجر	retail
A00236	መቸርቸር	/mɛtʃɛrɨtʃɛr/	/matdʒar/	مَتْجَر	I								تجر	retail
A00237	ቸረቸረ	/tʃɛrɛtʃɛrɛ/	/tadʒara/	تَجَرَ	VP	VP							تجر	retail
A00238	ቸርቻሪ	/tʃɛrɨtʃari/	/tadʒdʒaːr/	تَجَّار	P	P							تجر	retail
A00239	ቸርችሮ	/tʃɛrɨtʃɨro/	/tadʒrun/	تَجْرٌ	G	M							تجر	retail
A00240	ቸርችሮ	/tʃɛrɨtʃɨro/	/itdʒaːrun/	إتْجَارٌ	G	M							تجر	retail
A00241	ይቸረችራል	/jɨtʃɛrɛtʃɨraːl/	/jatdʒiranna/	يَتْجِرَنَّ	VC	VC							تجر	retail
A00242	ይቸርችር	/jɨtʃɛrɨtʃɨr/	/jatdʒir/	يَتْجِر	VI	VI							تجر	retail
A00243	ጠራቢ	/tˤɛraːb/	/turaːb/	تُرَاب	N	N							ترب	carver
A00244	ጠርብ	/tˤɛrɨb/	/turaːb/	تُرَاب	N	N							ترب	lumber
A00245	ጥራቢ	/tˤɨraːb/	/turaːb/	تُراب	N	N							ترب	shavings
A00246	ይጠርጥር	/jɨtˤɛrɨtˤɨr/	/jatartir/	يَتَرْتِر	VI	VI							ترتر	doubt, suspect
A00247	ጠረጠረ	/tˤɛrɛtˤɛrɛ/	/tartara/	تَرْتَرَ	VP	VP							ترتر	doubt, suspect
A00248	ጠርጣሪ	/tˤɛrɨtˤar/	/tartaːr/	تَرْتَار	P	P							ترتر	doubt, suspect
A00249	ጠርጥሮ	/tˤɛrɨtˤɨro/	/tartaratun/	تَرْتَرَةٌ	G	M							ترتر	doubt, suspect
A00250	ትርጁማን	/tɨrɨdʒumaːn/	/tirdʒumaːn/	تِرْجُمان	N	N							ترجم	analyst, translator
A00251	ተተርጕሞ	/tɛtɛrɨgoemo/	/tatardʒum/	تَتَرْجٌم	G	M							ترجم	be interpreted
A00252	ተተርጓሚ	/tɛtɛrɨgoam/	/mutardʒam/	مُتَرْجَم	P	P							ترجم	be interpreted
A00253	ትርጉም	/tɨrɨgum/	/tardʒama/	تَرْجَمَة	N	N							ترجم	conversion in to a different language or version
A00254	ትርጓሜ	/tɨrɨgoame/	/tardʒama/	تَرْجَمَة	N	N							ترجم	explanation, interpretation, observation
A00255	ተርጕም	/tɛrɨgoem/	/tardʒim/	تَرْجِم	VM	VM							ترجم	interpret
A00256	ተርጕሞ	/tɛrɨgoemo/	/tardʒum/	تَرْجٌم	G	M							ترجم	interpret
A00257	መተርጎም	/mɛtɛrɨgom/	/tardʒama/	تَرْجَمَة	N	N							ترجم	interpret, translate
A00258	መተርጎም	/mɛtɛrɨgom/	/matardʒm/	مَتَرْجم	I								ترجم	interpret, translate
A00259	ተረጎመ	/tɛrɛgomɛ/	/tardʒama/	تَرْجَمَ	VP	VP							ترجم	interpret, translate
A00260	ተርጉሞ	/tɛrɨgumo/	/tardʒumun/	تَرْجُمٌ	G	M							ترجم	interpret, translate
A00261	ተርጓሚ	/tɛrɨgoam/	/tardʒaːm/	تَرْجَام	P	P							ترجم	interpret, translate
A00262	ይተረጉማል	/jɨtɛrɛgumaːl/	/jatardʒimanna/	يَتَرْجِمَنَّ	VC	VC							ترجم	interpret, translate
A00263	ይተርጉም	/jɨtɛrɨgum/	/jatardʒim/	يَتَرْجِم	VI	VI							ترجم	interpret, translate
A00264	ትርጁማን	/tɨrɨdʒumaːn/	/turdʒumaːn/	تُرْجُمان	N	N							ترجم	somebody who translates from one language to another
A00265	ተርጉም	/tɛrɨgum/	/tardʒama/	تَرْجَمَة	N	N							ترجم	translate
A00266	ታሪክ	/tarik/	/taːriːχ/	تَارِيخ	N	N						ተረ፟ከ	ترخ	chronicle, record study or past indent
A00267	ታሪክ	/tarik/	/taːriːχ/	تَارِيخ	N	N						ተረ፟ከ	ترخ	history
A00268	መተረክ	/mɛtɛrɛk/	/matraχ/	مَتْرَخ	I							ተረ፟ከ	ترخ	narrate
A00269	ተረከ	/tɛrɛkɛ/	/taraχa/	تَرَخَ	VP	VP						ተረ፟ከ	ترخ	narrate
A00270	ተራኪ	/tɛraːki/	/tarraːχ/	تَرَّاخ	P	P						ተረ፟ከ	ترخ	narrate
A00271	ተርኮ	/tɛrɨko/	/tarχun/	تَرْخٌ	G	M						ተረ፟ከ	ترخ	narrate
A00272	ተርኮ	/tɛrɨko/	/taʔriːχun/	تَأرِيخٌ	G	M						ተረ፟ከ	ترخ	narrate
A00273	ይተርካል	/jɨtɛrɨkal/	/jatriχanna/	يَتْرِخَنَّ	VC	VC						ተረ፟ከ	ترخ	narrate
A00274	ይተርክ	/jɨtɛrɨk/	/jatriχ/	يَتْرِخ	VI	VI						ተረ፟ከ	ترخ	narrate
A00275	ታሪካዊ	/tarikawi/	/taːriːχiː/	تَارِيخِي	A	A						ተረ፟ከ	ترخ	pertaining to history
A00276	ተራኪ	/tɛraːk/	/tarraːχ/	تَرَّاخ	N	N						ተረ፟ከ	ترخ	story teller, chronicles
A00277	ትራስ	/tɨraːs/	/taras/	تَرَس	N	N			DMST	DMST			ترس	cushion, head support
A00278	መትረፍ	/mɛtɨrɛf/	/matraf/	مَتْرَف	G	G							ترف	be extra
A00279	መትረፍ	/mɛtɨrɛf/	/matraf/	مَتْرَف	I								ترف	be extra
A00280	ተራፊ	/tɛraːfi/	/tarraːf/	تَرَّاف	P	P							ترف	be extra
A00281	ተርፎ	/tɛrɨfo/	/tarfun/	تَرْفٌ	G	M							ترف	be extra
A00282	ይተርፋል	/jɨtɛrɨfal/	/jatrifanna/	يَتْرِفَنَّ	VC	VC							ترف	be extra
A00283	ተራፊ	/tɛraːf/	/taraf/	تَرَف	A	A							ترف	left over, residual
A00284	ይንጠፍጠፍ	/jɨnɨtˤɛfɨtˤɛf/	/jataftif/	يَتَفْتِف	VI	VI							تفتف	flatten out, level
A00285	ጠፈጠፈ	/tˤɛfɛtˤɛfɛ/	/taftafa/	تَفْتَفَ	VP	VP							تفتف	flatten out, level
A00286	ጠፈጠፍ	/tˤɛfɛtˤɛf/	/taftaːf/	تَفْتَاف	P	P							تفتف	flatten out, level
A00287	ተተፋ፟	/tɛtɛffa/	/taffafa/	تَفَّفَ	VP	VP							تفف	be vomited
A00288	ተተፍቶ	/tɛtɛfɨto/	/taffun/	تَفٌّ	G	M							تفف	be vomited
A00289	ይተ፟ፋ፟	/jɨttɛffa/	/jataffif/	يَتَفِّف	VI	VI							تفف	be vomited
A00290	ተፋ	/tɛfa/	/taffa/	تَفَّ	VP	VP						ተፋህ	تفف	eject from the throat or stomach
A00291	መትፋት	/mɛtɨfat/	/mataf/	مَتَف	I							ተፋህ	تفف	spit, vomit
A00292	ተፊ	/tɛfi/	/taːfiː/	تَافِي	P	P						ተፋህ	تفف	spit, vomit
A00293	ተፋ	/tɛfa/	/taffa/	تَفَّ	VP	VP						ተፋህ	تفف	spit, vomit
A00294	ተፍቶ	/tɛfɨto/	/taffun/	تَفٌّ	G	M						ተፋህ	تفف	spit, vomit
A00295	ይተፋል	/jɨtɛfal/	/jatfifanna/	يَتْفِفَنَّ	VC	VC						ተፋህ	تفف	spit, vomit
A00296	ይትፋ	/jɨtɨfa/	/jatiff/	يَتِفّ	VI	VI							تفف	spit, vomit
A00297	መተልተል	/mɛtɛlɨtɛl/	/mataltal/	مَتَلْتَل	I								تلتل	cut in many places
A00298	ተለተለ	/tɛlɛtɛlɛ/	/taltala/	تَلْتَلَ	VP	VP							تلتل	cut in many places
A00299	ተልትሎ	/tɛlɨtɨlo/	/taltalun/	تَلْتَلٌ	G	M							تلتل	cut in many places
A00300	ይተለትላል	/jɨtɛlɛtɨlaːl/	/jataltilanna/	يَتَلْتِلَنَّ	VC	VC							تلتل	cut in many places
A00301	ይተልትል	/jɨtɛlɨtɨl/	/jataltil/	يَتَلْتِل	VI	VI							تلتل	cut in many places
A00302	መጠለይ	/mɛtˤɛlɛj/	/matlaː/	مَتْلَى	I					RLGN	SSH	ጠለ፟የ	تلي	pray
A00303	ይጠልይ	/jɨtˤɛlɨj/	/jatliː/	يَتْلِي	VI	VI				RLGN	SSH	ጠለ፟የ	تلي	pray
A00304	ጠለየ	/tˤɛlɛja/	/talaː/	تَلَا	VP	VP				RLGN	SSH	ጠለ፟የ	تلي	pray
A00305	ጠላይ	/tˤɛlaːj/	/tallaːi/	تَلَّاي	P	P				RLGN	SSH	ጠለ፟የ	تلي	pray
A00306	ጠላዮ	/tˤɛlaːjo/	/taljun/	تَلْيٌ	G	M				RLGN	SSH	ጠለ፟የ	تلي	pray
A00307	ጠመጠመ	/tˤɛmɛtˤɛmɛ/	/tamtama/	تَمْتَمَ	VP	VP							تمتم	coil, wind
A00308	ጠምጣሚ	/tˤɛmɨtˤami/	/tamtaːm/	تَمْتَام	P	P							تمتم	coil, wind
A00309	ጠምጥሞ	/tˤɛmɨtˤɨmo/	/tamtamatun/	تَمْتَمَةٌ	G	M							تمتم	coil, wind
A00310	ተምር	/tɛmɨr/	/tamr/	تَمْر	N	N			PLNT	PLNT			تمر	date palm (small dark-colored oral fruit)
A00311	ማተም	/maːtɛm/	/matamm/	مَتَمّ	I						SSH	ሀተ፟መ	تمم	seal, print
A00312	አተመ	/ʔɛtɛmɛ/	/ʔtamma/	أتَمَّ	VP	VP					SSH	ሀተ፟መ	تمم	seal, print
A00313	አታሚ	/ʔɛtam/	/tammaːm/	تَمَّام	P	P					SSH	ሀተ፟መ	تمم	seal, print
A00314	አትሞ	/ʔɛtɨmo/	/itmaːmun/	إتْمَامٌ	G	M					SSH	ሀተ፟መ	تمم	seal, print
A00315	ያትም	/jatɨm/	/jatimm/	يَتِمّ	VI	VI					SSH	ሀተ፟መ	تمم	seal, print
A00316	ይተነትናል	/jɨtɛnɛtɨnal/	/jatantinanna/	يَتَنْتِنَنَّ	VC	VC							تنتن	analyze, itemize
A00317	ጨበጠ	/tʃɛbɛtˤɛ/	/θabbata/	ثَبَّتَ	VP	VP							ثبت	Clutch, v. and n. --v. 1 tr. seize eagerly; grasp tightly. 2 intr. (foll. by at) snatch suddenly. --n. 1 a a tight grasp. b (foll. by at) grasping. 2 (in pl.) grasping hands, esp. as representing a cruel or relentless grasp or control. 3 a (in a motor vehicle) a device for connecting and disconnecting the engine to the transmission. b the pedal operating this. c an arrangement for connecting or disconnecting working parts of a machine. clutch bag a slim flat handbag without handles. 
A00318	መጨበጥ	/mɛtʃɛbɛtˤ/	/maθbat/	مَثْبَت	I							ጨበ፟ጠ	ثبت	grasp, seize
A00319	ይጨብጣል	/jɨtʃɛbɨtˤal/	/jaθbitanna/	يَثْبِتَنَّ	VC	VC						ጨበ፟ጠ	ثبت	grasp, seize
A00320	ይጨብጥ	/jɨtʃɛbɨtˤ/	/jaθbit/	يَثْبِت	VI	VI						ጨበ፟ጠ	ثبت	grasp, seize
A00321	ጨበጠ	/tʃɛbɛtˤɛ/	/θabata/	ثَبَتَ	VP	VP						ጨበ፟ጠ	ثبت	grasp, seize
A00322	ጨባጭ	/tʃɛbatʃ/	/θabbaːt/	ثَبَّات	P	P						ጨበ፟ጠ	ثبت	grasp, seize
A00323	ጨብጦ	/tʃɛbɨtˤo/	/θabtun/	ثَبْتُ	G	M						ጨበ፟ጠ	ثبت	grasp, seize
A00324	ትክል	/tɨkɨl/	/θaqiːl/	ثَقِيل	A	A							ثقل	fixed, placed (in the ground)
A00325	ትግል	/tɨgɨl/	/θiqal/	ثِقَل	N	N							ثقل	great effort, rebellion
A00326	ትግል	/tɨgɨl/	/tiqil/	تِقِل	N	Ncol [sd]							ثقل	great effort, rebellion
A00327	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	I							ሰቀ፟ለ	ثقل	hang
A00328	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P						ሰቀ፟ለ	ثقل	hang
A00329	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M						ሰቀ፟ለ	ثقل	hang
A00330	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M						ሰቀ፟ለ	ثقل	hang
A00331	ይሰቅላል	/jɨsɛkʼɨlaːl/	/jaθqilanna/	يَثْقِلَنَّ	VC	VC							ثقل	hang
A00332	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	I						SSH	ሰቀ፟ለ	ثقل	hang, crucify, drive a peg
A00333	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P					SSH	ሰቀ፟ለ	ثقل	hang, crucify, drive a peg
A00334	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M					SSH	ሰቀ፟ለ	ثقل	hang, crucify, drive a peg
A00335	ይሰቅላል	/jɨsɛkʼɨlaːl/	/jaθqilanna/	يَثْقِلَنَّ	VC	VC						ሰቀ፟ለ	ثقل	hang, crucify, drive a peg
A00336	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	N	N			DMST	DMST	SSH		ثقل	intersection, cross
A00337	ሰቀ፟ለ	/sɛkkʼɛlɛ/	/θaqqala/	ثَقَّلَ	VP	VP							ثقل	suspend
A00338	ሰቀል	/sɛkʼɛl/	/θaqqil/	ثَقِّل	VM	VM							ثقل	suspend
A00339	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P							ثقل	suspend
A00340	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M							ثقل	suspend
A00341	ይሰቅል	/jɨsɛkʼɨl/	/jaθaqqil/	يَثَقِّل	VI	VI							ثقل	suspend
A00342	ሢሶ	/siso/	/θulθ/	ثُلْث	A	A			NUMB	NUMB			ثلث	one-third
A00343	ሥሉስ	/sɨlus/	/θaːluːθ/	ثَالُوث	N	N			RLGN	RLGN			ثلث	the Holy trinity
A00344	ሣልስ	/saːlɨs/	/θaːliθ/	ثَالِث	N	N			NUMB	NUMB			ثلث	the third order of the Amharic vowel system
A00345	ሠለስት	/sɛlɛsɨt/	/θaːliθ/	ثَالِث	N	N			NUMB	NUMB			ثلث	third day after funeral
A00346	ሥላሴ	/sɨlaːse/	/θalaːθa/	ثَلاثة	N	N			NUMB	NUMB			ثلث	threefold, triple
A00347	ስሙኒ	/sɨmun/	/θumn/	ثُمْن	N	N			NUMB	NUMB			ثمن	25 cents (quarter of one Ethiopian dollar, birr,)
A00348	ተመን	/tɛmɛn/	/θaman/	ثَمَن	N	N						ተመ፟ነ	ثمن	cost, value, charge
A00349	ስምንተኛ	/sɨmɨnɨtɛɲa/	/θamaːniːja/	ثَمانِية	A	A			NUMB	NUMB			ثمن	eight
A00350	ሰማኒያ	/sɛmaːnija/	/θamaːniːja/	ثَمانِية	N	N			NUMB	NUMB			ثمن	eighty
A00351	መተመን	/mɛtɛmɛn/	/maθman/	مَثْمَن	I							ተመ፟ነ	ثمن	put a price on
A00352	ተመነ	/tɛmɛnɛ/	/θammana/	ثَمَّنَ	VP	VP						ተመ፟ነ	ثمن	put a price on
A00353	ተማኝ	/tɛmaːɲ/	/θammaːn/	ثَمَّان	P	P						ተመ፟ነ	ثمن	put a price on
A00354	ተምኖ	/tɛmɨno/	/θamnun/	ثَمْنٌ	G	M						ተመ፟ነ	ثمن	put a price on
A00355	ይተምናል	/jɨtɛmɨnal/	/jaθminanna/	يَثْمِنَنَّ	VC	VC						ተመ፟ነ	ثمن	put a price on
A00356	ይተምን	/jɨtɛmɨn/	/jaθammin/	يَثَمِّن	VI	VI						ተመ፟ነ	ثمن	put a price on
A00357	ዙረት	/zurɛt/	/θawra/	ثَوْرَة	N	N							ثور	revolution
A00358	ይጀቡናል	/jɨdʒɛbunal/	/jadʒbinanna/	يَجْبِنَنَّ	VC	VC						ጀቦ፟ነ	جبن	cover air-tight
A00359	ጀቧኝ	/dʒɛboaɲ/	/dʒabbaːn/	جَبَّان	P	P						ጀቦ፟ነ	جبن	cover air-tight
A00360	መካድ	/mɛkad/	/madʒħad/	مَجْحَد	I							ካህደ	جحد	deny, renounce
A00361	ካደ	/kadɛ/	/dʒaħada/	جَحَدَ	VP	VP						ካህደ	جحد	deny, renounce
A00362	ካጂ	/kadʒ/	/dʒaːħid/	جَاحِد	P	P						ካህደ	جحد	deny, renounce
A00363	ክዶ	/kɨdo/	/dʒaħdun/	جَحْدٌ	G	M						ካህደ	جحد	deny, renounce
A00364	ይካድ	/jɨkad/	/jadʒħad/	يَجْحَد	VI	VI						ካህደ	جحد	deny, renounce
A00365	ይክዳል	/jɨkɨdal/	/jadʒħidanna/	يَجْحِدَنَّ	VC	VC						ካህደ	جحد	deny, renounce
A00366	የዘር	/jazɛr/	/dʒaðar/	جَذَر	N	N			DMST	DMST			جذر	concerning race (racial diversities; racial minority), on the grounds of or connected with difference in race
A00367	መቅዘፍ	/mɛkʼɨzɛf/	/madʒðaf/	مَجْذَف	I								جذف	row
A00368	ቀዘፈ	/kʼɛzɛfɛ/	/dʒaðafa/	جَذَفَ	VP	VP							جذف	row
A00369	ቀዛፊ	/kʼɛzaf/	/dʒazzaːf/	جَزَّاف	P	P							جذف	row
A00370	ቀዝፎ	/kʼɛzɨfo/	/dʒaðfun/	جَذْفٌ	G	M							جذف	row
A00371	ቀዝፎ	/kʼɛzɨfo/	/dʒaðfun/	جَذْفٌ	G	M							جذف	row
A00372	ይቀዝፋል	/jɨkʼɛzɨfal/	/jadʒðifanna/	يَجْذِفَنَّ	VC	VC							جذف	row
A00373	ይቅዘፍ	/jɨkʼɨzɛf/	/jadʒðif/	يَجْذِف	VI	VI							جذف	row
A00374	መጨለፍ	/mɛtʃɛlɛf/	/madʒraf/	مَجْرَف	I							ጨለ፟ፈ	جرف	ladle out
A00375	ይጨልፋል	/jɨtʃɛlɨfal/	/jadʒrifanna/	يَجْرِفَنَّ	VC	VC						ጨለ፟ፈ	جرف	ladle out
A00376	ይጨልፍ	/jɨtʃɛlɨf/	/jadʒrif/	يَجْرِف	VI	VI						ጨለ፟ፈ	جرف	ladle out
A00377	ጨለፈ	/tʃɛlɛfɛ/	/dʒarafa/	جَرَفَ	VP	VP						ጨለ፟ፈ	جرف	ladle out
A00378	ጨላፊ	/tʃɛlaːf/	/dʒarraːf/	جَرَّاف	P	P						ጨለ፟ፈ	جرف	ladle out
A00379	ጨልፎ	/tʃɛlɨfo/	/dʒarfun/	جَرْفُ	G	M						ጨለ፟ፈ	جرف	ladle out
A00380	አግዞ	/ʔɛgɨzo/	/dʒazaːʔun/	جَزَاءٌ	G	M						ጋህዘ	جزي	banish
A00381	ያግዛል	/jagɨzal/	/jadʒziːanna/	يَجْزِيَنَّ	VC	VC						ጋህዘ	جزي	banish
