# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm, www.kalmasoft.com/KLEX/dbtigrn.htm, www.kalmasoft.com/KLEX/dbtigre.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Ethiopic
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 2/5/2026 2:16 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,800+
# Copyright ©1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 6 digits identification number
#		A######: HornMorpho ِoriginal entry (A: Amharic, G: Ge'ez, R: Tigrinya, T: Tigre)
#		K######: Kalmasoft added entry
#	Ethiopic: Ethiopic entry
#	ETIPA: Reading for Ethiopic entry (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	ETClass/ARClass: Ethiopic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [CC]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country codes, apply only to MSA otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [CC]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country codes, apply only to MSA otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	ETSubclass/ARSubclass: Ethiopic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	ETDomain/ARDomain: Ethiopic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Ethiopic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootET: Ethiopic theoretical root
#	RootAR: Arabic root
#	Language: Ethiopic language, ISO 639-3 three-letter code
#	Gloss: English meaning of the Ethiopic entry
# ================================================================================================
ID	Ethiopic	ETIPA	ARIPA	Arabic	ETClass	ARClass	ETSubclass	ARSubclass	ETDomain	ARDomain	Category	RootAM	RootAR	Language	Gloss
A00173	ያበስራል	/jabɛsɨraːl/	/jabʃiranna/	يَبْشِرَنَّ	VC	VC						*በሰረ	بشر	amh	announce
A00174	ያብስር	/jabɨsɨr/	/jabʃar/	يَبْشَر	VI	VI						*በሰረ	بشر	amh	announce
A00175	በዝባዥ	/bɛzɨbaʒ/	/basˤbaːsˤ/	بَصْبَاص	N	N							بصص	amh	robber, one who takes selfish or unfair advantage of another
A00176	በዝባዥ	/bɛzɨbaʒ/	/balbaːsˤ/	بَلْبَاص	N	Ncol [SD]							بصص	amh	robber, one who takes selfish or unfair advantage of another
A00177	በዳ	/bɛda/	/budˤʕ/	بُضْع	N	N							بضع	amh	fucking
A00178	ብጥበጣ	/bɨtˤɨbɛtˤa/	/batˤbatˤa/	بَطْبَطة	N	N							بطبط	amh	riot commotion, disorder
A00179	ብጥብጥ	/bɨtˤɨbɨtˤ/	/batˤbatˤa/	بَطْبَطة	N	N							بطبط	amh	riot commotion, disorder
A00180	በትር	/bɛtɨr/	/batˤr/	بَطْر	N	N							بطر	amh	heavy stick or club
A00181	ባል	/bal/	/baʕal/	بَعَل	N	N	SNG	SNG					بعل	amh	husband
A00182	በቆሎ	/bɛkʼolo/	/baquːl/	بَقُول	N	N			PLNT	PLNT			بقل	amh	corn
A00183	ብቅል	/bɨkʼɨl/	/baqal/	بَقَل	N	N							بقل	amh	grain used to make alcoholic drinks
A00184	በኩር	/bɛkur/	/bikr/	بِكْر	N	N	SNG	SNG					بكر	amh	oldest offspring
A00185	መንበልበል	/mɛnɨbɛlɨbɛl/	/mabalbal/	مَبَلْبَل	I							*በለበለ	بلبل	amh	blaze up
A00186	በልባይ	/bɛlɨbaj/	/balbaːl/	بَلْبَال	P	P						*በለበለ	بلبل	amh	blaze up
A00187	ተንበለበለ	/tɛnɨbɛlɛbɛlɛ/	/balbala/	بَلْبَلَ	VP	VP						*በለበለ	بلبل	amh	blaze up
A00188	ተንበልብሎ	/tɛnɨbɛlɨbɨlo/	/balbalatun/	بَلْبَلَةُ	G	M						*በለበለ	بلبل	amh	blaze up
A00189	ይንበለበላል	/jɨnɨbɛlɛbɛlaːl/	/jabalbilanna/	يَبَلْبِلَنَّ	VC	VC						*በለበለ	بلبل	amh	blaze up
A00190	ይንበልበል	/jɨnɨbɛlɨbɛl/	/jabalbil/	يَبَلْبِل	VI	VI						*በለበለ	بلبل	amh	blaze up
A00191	መብላት	/mɛbɨlaːt/	/mablaʕ/	مَبْلَع	I							በላህ	بلع	amh	eat
A00192	በላ	/bɛlaː/	/balaʕa/	بَلَعَ	VP	VP						በላህ	بلع	amh	eat
A00193	በልቶ	/bɛlɨto/	/balʕun/	بَلْعٌ	G	M						በላህ	بلع	amh	eat
A00194	በልቶ	/bɛlɨto/	/balʕatun/	بَلْعَةٌ	G	M						በላህ	بلع	amh	eat
A00195	አብላ	/ʔɛbɨlaː/	/iblaʕ/	إبْلَع	VM	VM						በላህ	بلع	amh	feed
A00196	አብልቶ	/ʔɛbɨlɨto/	/balʕun/	بَلْعٌ	G	M						በላህ	بلع	amh	feed
A00197	ይበላል	/jɨbɛlaːl/	/jabliʕanna/	يَبْلِعَنَّ	VC	VC						በላህ	بلع	amh	eat
A00198	ይብላ	/jɨbɨlaː/	/jablaʕ/	يَبْلَع	VI	VI						በላህ	بلع	amh	eat
A00199	መባለግ	/mɛbalɛg/	/mablaɣ/	مَبْلَغ	I							ባህለገ	بلغ	amh	be rude
A00200	ባለገ	/balɛgɛ/	/baːlaɣa/	بَالَغَ	VP	VP						ባህለገ	بلغ	amh	be rude
A00201	ባለጌ	/balɛge/	/baːliɣ/	بَالِغ	P	P						ባህለገ	بلغ	amh	be rude
A00202	ባልጎ	/balɨgo/	/balɣun/	بَلْغٌ	G	M						ባህለገ	بلغ	amh	be rude
A00203	ይባልጋል	/jɨbalɨgal/	/jabliɣanna/	يَبْلِغَنَّ	VC	VC						ባህለገ	بلغ	amh	be rude
A00204	ይባልግ	/jɨbalɨg/	/jabaːliɣ/	يَبْالِغ	VI	VI						ባህለገ	بلغ	amh	be rude
A00205	በደ፟ለ	/bɛddɛlɛ/	/bahdala/	بَهْدَلَ	VP	VP							بهدل	amh	ill-treat
A00206	በደል	/bɛdɛl/	/bahdal/	بَهْدَل	N	N							بهدل	amh	ill-treatment, harm, damage, mar, abuse
A00207	በዳ፟ይ	/bɛddaj/	/bahdaːl/	بَهْدَال	P	P							بهدل	amh	ill-treat
A00208	በድ፟ል	/bɛddɨl/	/bahdil/	بَهْدِل	VM	VM							بهدل	amh	ill-treat
A00209	በድ፟ሎ	/bɛddɨlo/	/bahdalun/	بَهْدَلٌ	G	M							بهدل	amh	ill-treat
A00210	ይበድ፟ል	/jɨbɛddɨl/	/jabahdil/	يَبَهْدِل	VI	VI							بهدل	amh	ill-treat
A00211	መባል	/mɛbal/	/mabhal/	مَبْهَل	I							*ባህለ	بهل	amh	say
A00212	ባለ	/balɛ/	/bahala/	بَهَلَ	VP	VP						*ባህለ	بهل	amh	say
A00213	ባይ	/baj/	/baːhil/	بَاهِل	P	P						*ባህለ	بهل	amh	say
A00214	ብሎ	/bɨlo/	/bahlun/	بَهْلٌ	G	M						*ባህለ	بهل	amh	say
A00215	ይባላል	/jɨbalaːl/	/jabhilanna/	يَبْهِلَنَّ	VC	VC						*ባህለ	بهل	amh	say
A00216	ይባል	/jɨbal/	/jabhal/	يَبْهَل	VI	VI						*ባህለ	بهل	amh	say
A00217	በወዘ	/bɛwɛzɛ/	/bawaza/	بَوَزَ	VP	VP							بوز	amh	shuffle cards
A00218	ሐኪም፡ቤት	/hɛkimɨ፡bet/	/bajt alħikma/	بَيْت الحِكْمة	N	N							بيت	amh	sanatorium, infirmary, sickbay
A00219	ማዕድ፡ቤት	/maːʕɨdɨ፡bet/	/bajt almaːida/	بَيْت المائِدة	N	N			DMST	DMST			بيت	amh	kitchen
A00220	ቤተልሔም	/betɛlɨhem/	/bajtlaħm/	بَيْتْلَحم	N	N			RLGN	RLGN			بيت	amh	bethlehem
A00221	ቤተመቅደስ	/betɛmɛkʼɨdɛs/	/bajt aːlmaqdis/	بَيْت المَقْدِس	N	N			RLGN	RLGN	SSH		بيت	amh	shrine, sanctuary, holy place, place of worship
A00222	ቤተ፡ክህነት	/betɛ፡kɨhɨnɛt/	/bajt alkaːhin/	بَيْت الكَاهِن	N	N			RLGN	RLGN			بيت	amh	the head office of the orthodox church
A00223	ቤት	/bet/	/bajt/	بَيْت	N	N	SNG	SNG	DMST	DMST			بيت	amh	house
A00224	አብያት	/ʔɛbɨjat/	/ʔabjːat/	أبْيَات	N	N	PLR	PLR	DMST	DMST			بيت	amh	house
A00225	መበየን	/mɛbɛjan/	/mabijan/	مَبْيَن	I							በየ፟ነ	بين	amh	decree
A00226	በየነ	/bɛjanɛ/	/bajiːjana/	بَيَّنَ	VP	VP						በየ፟ነ	بين	amh	decree
A00227	በያኝ	/bɛjaɲ/	/bajaːn/	بَيَان	N	N	SNG	SNG					بين	amh	a high ranking court-officer who pronounces sentence
A00228	በያኝ	/bɛjaɲ/	/bajjːan/	بَيَّان	P	P						በየ፟ነ	بين	amh	decree
A00229	በይኖ	/bɛjɨno/	/bajnun/	بَيْنٌ	G	M						በየ፟ነ	بين	amh	decree
A00230	በይኖ	/bɛjɨno/	/bajaːnun/	بَيَانٌ	G	M						በየ፟ነ	بين	amh	decree
A00231	ብያኔ	/bɨjane/	/bajaːn/	بَيَان	N	N	SNG	SNG				በየ፟ነ	بين	amh	ruling, verdict, sentence
A00232	ብይን	/bɨjɨn/	/bajaːn/	بَيَان	N	N	SNG	SNG				በየ፟ነ	بين	amh	ruling, verdict, sentence
A00233	ይበይናል	/jɨbɛjɨnal/	/jabjinanna/	يَبْيِنَنَّ	VC	VC						በየ፟ነ	بين	amh	decree
A00234	ይበይን	/jɨbɛjɨn/	/jabiːn/	يَبِين	VI	VI						በየ፟ነ	بين	amh	decree
A00235	መቸርቸር	/mɛtʃɛrɨtʃɛr/	/matdʒar/	مَتْجَر	G	G							تجر	amh	retail
A00236	መቸርቸር	/mɛtʃɛrɨtʃɛr/	/matdʒar/	مَتْجَر	I								تجر	amh	retail
A00237	ቸረቸረ	/tʃɛrɛtʃɛrɛ/	/tadʒara/	تَجَرَ	VP	VP							تجر	amh	retail
A00238	ቸርቻሪ	/tʃɛrɨtʃari/	/tadʒdʒaːr/	تَجَّار	P	P							تجر	amh	retail
A00239	ቸርችሮ	/tʃɛrɨtʃɨro/	/tadʒrun/	تَجْرٌ	G	M							تجر	amh	retail
A00240	ቸርችሮ	/tʃɛrɨtʃɨro/	/itdʒaːrun/	إتْجَارٌ	G	M							تجر	amh	retail
A00241	ይቸረችራል	/jɨtʃɛrɛtʃɨraːl/	/jatdʒiranna/	يَتْجِرَنَّ	VC	VC							تجر	amh	retail
A00242	ይቸርችር	/jɨtʃɛrɨtʃɨr/	/jatdʒir/	يَتْجِر	VI	VI							تجر	amh	retail
A00243	ጠራቢ	/tˤɛraːb/	/turaːb/	تُرَاب	N	N							ترب	amh	carver
A00244	ጠርብ	/tˤɛrɨb/	/turaːb/	تُرَاب	N	N							ترب	amh	lumber
A00245	ጥራቢ	/tˤɨraːb/	/turaːb/	تُراب	N	N							ترب	amh	shavings
A00246	ይጠርጥር	/jɨtˤɛrɨtˤɨr/	/jatartir/	يَتَرْتِر	VI	VI							ترتر	amh	doubt, suspect
A00247	ጠረጠረ	/tˤɛrɛtˤɛrɛ/	/tartara/	تَرْتَرَ	VP	VP							ترتر	amh	doubt, suspect
A00248	ጠርጣሪ	/tˤɛrɨtˤar/	/tartaːr/	تَرْتَار	P	P							ترتر	amh	doubt, suspect
A00249	ጠርጥሮ	/tˤɛrɨtˤɨro/	/tartaratun/	تَرْتَرَةٌ	G	M							ترتر	amh	doubt, suspect
A00250	መተርጎም	/mɛtɛrɨgom/	/tardʒama/	تَرْجَمَة	N	N							ترجم	amh	interpret, translate
A00251	መተርጎም	/mɛtɛrɨgom/	/matardʒm/	مَتَرْجم	I								ترجم	amh	interpret, translate
A00252	ተረጎመ	/tɛrɛgomɛ/	/tardʒama/	تَرْجَمَ	VP	VP							ترجم	amh	interpret, translate
A00253	ተርጉም	/tɛrɨgum/	/tardʒama/	تَرْجَمَة	N	N							ترجم	amh	translate
A00254	ተርጕም	/tɛrɨgoem/	/tardʒim/	تَرْجِم	VM	VM							ترجم	amh	interpret
A00255	ተርጉሞ	/tɛrɨgumo/	/tardʒumun/	تَرْجُمٌ	G	M							ترجم	amh	interpret, translate
A00256	ተርጕሞ	/tɛrɨgoemo/	/tardʒum/	تَرْجٌم	G	M							ترجم	amh	interpret
A00257	ተርጓሚ	/tɛrɨgoam/	/tardʒaːm/	تَرْجَام	P	P							ترجم	amh	interpret, translate
A00258	ተተርጕሞ	/tɛtɛrɨgoemo/	/tatardʒum/	تَتَرْجٌم	G	M							ترجم	amh	be interpreted
A00259	ተተርጓሚ	/tɛtɛrɨgoam/	/mutardʒam/	مُتَرْجَم	P	P							ترجم	amh	be interpreted
A00260	ትርጁማን	/tɨrɨdʒumaːn/	/tirdʒumaːn/	تِرْجُمان	N	N							ترجم	amh	analyst, translator
A00261	ትርጁማን	/tɨrɨdʒumaːn/	/turdʒumaːn/	تُرْجُمان	N	N							ترجم	amh	somebody who translates from one language to another
A00262	ትርጉም	/tɨrɨgum/	/tardʒama/	تَرْجَمَة	N	N							ترجم	amh	conversion in to a different language or version
A00263	ትርጓሜ	/tɨrɨgoame/	/tardʒama/	تَرْجَمَة	N	N							ترجم	amh	explanation, interpretation, observation
A00264	ይተረጉማል	/jɨtɛrɛgumaːl/	/jatardʒimanna/	يَتَرْجِمَنَّ	VC	VC							ترجم	amh	interpret, translate
A00265	ይተርጉም	/jɨtɛrɨgum/	/jatardʒim/	يَتَرْجِم	VI	VI							ترجم	amh	interpret, translate
A00266	መተረክ	/mɛtɛrɛk/	/matraχ/	مَتْرَخ	I							ተረ፟ከ	ترخ	amh	narrate
A00267	ተረከ	/tɛrɛkɛ/	/taraχa/	تَرَخَ	VP	VP						ተረ፟ከ	ترخ	amh	narrate
A00268	ተራኪ	/tɛraːki/	/tarraːχ/	تَرَّاخ	P	P						ተረ፟ከ	ترخ	amh	narrate
A00269	ተራኪ	/tɛraːk/	/tarraːχ/	تَرَّاخ	N	N						ተረ፟ከ	ترخ	amh	story teller, chronicles
A00270	ተርኮ	/tɛrɨko/	/tarχun/	تَرْخٌ	G	M						ተረ፟ከ	ترخ	amh	narrate
A00271	ተርኮ	/tɛrɨko/	/taʔriːχun/	تَأرِيخٌ	G	M						ተረ፟ከ	ترخ	amh	narrate
A00272	ታሪካዊ	/tarikawi/	/taːriːχiː/	تَارِيخِي	A	A						ተረ፟ከ	ترخ	amh	pertaining to history
A00273	ታሪክ	/tarik/	/taːriːχ/	تَارِيخ	N	N						ተረ፟ከ	ترخ	amh	chronicle, record study or past indent
A00274	ታሪክ	/tarik/	/taːriːχ/	تَارِيخ	N	N						ተረ፟ከ	ترخ	amh	history
A00275	ይተርካል	/jɨtɛrɨkal/	/jatriχanna/	يَتْرِخَنَّ	VC	VC						ተረ፟ከ	ترخ	amh	narrate
A00276	ይተርክ	/jɨtɛrɨk/	/jatriχ/	يَتْرِخ	VI	VI						ተረ፟ከ	ترخ	amh	narrate
A00277	ትራስ	/tɨraːs/	/taras/	تَرَس	N	N			DMST	DMST			ترس	amh	cushion, head support
A00278	መትረፍ	/mɛtɨrɛf/	/matraf/	مَتْرَف	G	G							ترف	amh	be extra
A00279	መትረፍ	/mɛtɨrɛf/	/matraf/	مَتْرَف	I								ترف	amh	be extra
A00280	ተራፊ	/tɛraːfi/	/tarraːf/	تَرَّاف	P	P							ترف	amh	be extra
A00281	ተራፊ	/tɛraːf/	/taraf/	تَرَف	A	A							ترف	amh	left over, residual
A00282	ተርፎ	/tɛrɨfo/	/tarfun/	تَرْفٌ	G	M							ترف	amh	be extra
A00283	ይተርፋል	/jɨtɛrɨfal/	/jatrifanna/	يَتْرِفَنَّ	VC	VC							ترف	amh	be extra
A00284	ይንጠፍጠፍ	/jɨnɨtˤɛfɨtˤɛf/	/jataftif/	يَتَفْتِف	VI	VI							تفتف	amh	flatten out, level
A00285	ጠፈጠፈ	/tˤɛfɛtˤɛfɛ/	/taftafa/	تَفْتَفَ	VP	VP							تفتف	amh	flatten out, level
A00286	ጠፈጠፍ	/tˤɛfɛtˤɛf/	/taftaːf/	تَفْتَاف	P	P							تفتف	amh	flatten out, level
A00287	መትፋት	/mɛtɨfat/	/mataf/	مَتَف	I							ተፋህ	تفف	amh	spit, vomit
A00288	ተተፋ፟	/tɛtɛffa/	/taffafa/	تَفَّفَ	VP	VP							تفف	amh	be vomited
A00289	ተተፍቶ	/tɛtɛfɨto/	/taffun/	تَفٌّ	G	M							تفف	amh	be vomited
A00290	ተፊ	/tɛfi/	/taːfiː/	تَافِي	P	P						ተፋህ	تفف	amh	spit, vomit
A00291	ተፋ	/tɛfa/	/taffa/	تَفَّ	VP	VP						ተፋህ	تفف	amh	eject from the throat or stomach
A00292	ተፋ	/tɛfa/	/taffa/	تَفَّ	VP	VP						ተፋህ	تفف	amh	spit, vomit
A00293	ተፍቶ	/tɛfɨto/	/taffun/	تَفٌّ	G	M						ተፋህ	تفف	amh	spit, vomit
A00294	ይተ፟ፋ፟	/jɨttɛffa/	/jataffif/	يَتَفِّف	VI	VI							تفف	amh	be vomited
A00295	ይተፋል	/jɨtɛfal/	/jatfifanna/	يَتْفِفَنَّ	VC	VC						ተፋህ	تفف	amh	spit, vomit
A00296	ይትፋ	/jɨtɨfa/	/jatiff/	يَتِفّ	VI	VI							تفف	amh	spit, vomit
A00297	መተልተል	/mɛtɛlɨtɛl/	/mataltal/	مَتَلْتَل	I								تلتل	amh	cut in many places
A00298	ተለተለ	/tɛlɛtɛlɛ/	/taltala/	تَلْتَلَ	VP	VP							تلتل	amh	cut in many places
A00299	ተልትሎ	/tɛlɨtɨlo/	/taltalun/	تَلْتَلٌ	G	M							تلتل	amh	cut in many places
A00300	ይተለትላል	/jɨtɛlɛtɨlaːl/	/jataltilanna/	يَتَلْتِلَنَّ	VC	VC							تلتل	amh	cut in many places
A00301	ይተልትል	/jɨtɛlɨtɨl/	/jataltil/	يَتَلْتِل	VI	VI							تلتل	amh	cut in many places
A00302	መጠለይ	/mɛtˤɛlɛj/	/matlaː/	مَتْلَى	I					RLGN	SSH	ጠለ፟የ	تلي	amh	pray
A00303	ይጠልይ	/jɨtˤɛlɨj/	/jatliː/	يَتْلِي	VI	VI				RLGN	SSH	ጠለ፟የ	تلي	amh	pray
A00304	ጠለየ	/tˤɛlɛja/	/talaː/	تَلَا	VP	VP				RLGN	SSH	ጠለ፟የ	تلي	amh	pray
A00305	ጠላይ	/tˤɛlaːj/	/tallaːi/	تَلَّاي	P	P				RLGN	SSH	ጠለ፟የ	تلي	amh	pray
A00306	ጠላዮ	/tˤɛlaːjo/	/taljun/	تَلْيٌ	G	M				RLGN	SSH	ጠለ፟የ	تلي	amh	pray
A00307	ጠመጠመ	/tˤɛmɛtˤɛmɛ/	/tamtama/	تَمْتَمَ	VP	VP							تمتم	amh	coil, wind
A00308	ጠምጣሚ	/tˤɛmɨtˤami/	/tamtaːm/	تَمْتَام	P	P							تمتم	amh	coil, wind
A00309	ጠምጥሞ	/tˤɛmɨtˤɨmo/	/tamtamatun/	تَمْتَمَةٌ	G	M							تمتم	amh	coil, wind
A00310	ተምር	/tɛmɨr/	/tamr/	تَمْر	N	N			PLNT	PLNT			تمر	amh	date palm (small dark-colored oral fruit)
A00311	ማተም	/maːtɛm/	/matamm/	مَتَمّ	I						SSH	ሀተ፟መ	تمم	amh	seal, print
A00312	አተመ	/ʔɛtɛmɛ/	/ʔtamma/	أتَمَّ	VP	VP					SSH	ሀተ፟መ	تمم	amh	seal, print
A00313	አታሚ	/ʔɛtam/	/tammaːm/	تَمَّام	P	P					SSH	ሀተ፟መ	تمم	amh	seal, print
A00314	አትሞ	/ʔɛtɨmo/	/itmaːmun/	إتْمَامٌ	G	M					SSH	ሀተ፟መ	تمم	amh	seal, print
A00315	ያትም	/jatɨm/	/jatimm/	يَتِمّ	VI	VI					SSH	ሀተ፟መ	تمم	amh	seal, print
A00316	ይተነትናል	/jɨtɛnɛtɨnal/	/jatantinanna/	يَتَنْتِنَنَّ	VC	VC							تنتن	amh	analyze, itemize
A00317	መጨበጥ	/mɛtʃɛbɛtˤ/	/maθbat/	مَثْبَت	I							ጨበ፟ጠ	ثبت	amh	grasp, seize
A00318	ይጨብጣል	/jɨtʃɛbɨtˤal/	/jaθbitanna/	يَثْبِتَنَّ	VC	VC						ጨበ፟ጠ	ثبت	amh	grasp, seize
A00319	ይጨብጥ	/jɨtʃɛbɨtˤ/	/jaθbit/	يَثْبِت	VI	VI						ጨበ፟ጠ	ثبت	amh	grasp, seize
A00320	ጨበጠ	/tʃɛbɛtˤɛ/	/θabbata/	ثَبَّتَ	VP	VP							ثبت	amh	Clutch, v. and n. --v. 1 tr. seize eagerly; grasp tightly. 2 intr. (foll. by at) snatch suddenly. --n. 1 a a tight grasp. b (foll. by at) grasping. 2 (in pl.) grasping hands, esp. as representing a cruel or relentless grasp or control. 3 a (in a motor vehicle) a device for connecting and disconnecting the engine to the transmission. b the pedal operating this. c an arrangement for connecting or disconnecting working parts of a machine. clutch bag a slim flat handbag without handles. 
A00321	ጨበጠ	/tʃɛbɛtˤɛ/	/θabata/	ثَبَتَ	VP	VP						ጨበ፟ጠ	ثبت	amh	grasp, seize
A00322	ጨባጭ	/tʃɛbatʃ/	/θabbaːt/	ثَبَّات	P	P						ጨበ፟ጠ	ثبت	amh	grasp, seize
A00323	ጨብጦ	/tʃɛbɨtˤo/	/θabtun/	ثَبْتُ	G	M						ጨበ፟ጠ	ثبت	amh	grasp, seize
A00324	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	I							ሰቀ፟ለ	ثقل	amh	hang
A00325	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	I						SSH	ሰቀ፟ለ	ثقل	amh	hang, crucify, drive a peg
A00326	መስቀል	/mɛsɨkʼɛl/	/maθqal/	مَثْقَل	N	N			DMST	DMST	SSH		ثقل	amh	intersection, cross
A00327	ሰቀ፟ለ	/sɛkkʼɛlɛ/	/θaqqala/	ثَقَّلَ	VP	VP							ثقل	amh	suspend
A00328	ሰቀል	/sɛkʼɛl/	/θaqqil/	ثَقِّل	VM	VM							ثقل	amh	suspend
A00329	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P						ሰቀ፟ለ	ثقل	amh	hang
A00330	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P					SSH	ሰቀ፟ለ	ثقل	amh	hang, crucify, drive a peg
A00331	ሰቃይ	/sɛkʼaj/	/θaqqaːl/	ثَقَّال	P	P							ثقل	amh	suspend
A00332	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M						ሰቀ፟ለ	ثقل	amh	hang
A00333	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M					SSH	ሰቀ፟ለ	ثقل	amh	hang, crucify, drive a peg
A00334	ሰቅሎ	/sɛkʼɨlo/	/θaqlun/	ثَقْلٌ	G	M							ثقل	amh	suspend
A00335	ትክል	/tɨkɨl/	/θaqiːl/	ثَقِيل	A	A							ثقل	amh	fixed, placed (in the ground)
A00336	ትግል	/tɨgɨl/	/θiqal/	ثِقَل	N	N							ثقل	amh	great effort, rebellion
A00337	ትግል	/tɨgɨl/	/tiqil/	تِقِل	N	Ncol [SD]							ثقل	amh	great effort, rebellion
A00338	ይሰቅላል	/jɨsɛkʼɨlaːl/	/jaθqilanna/	يَثْقِلَنَّ	VC	VC							ثقل	amh	hang
A00339	ይሰቅላል	/jɨsɛkʼɨlaːl/	/jaθqilanna/	يَثْقِلَنَّ	VC	VC						ሰቀ፟ለ	ثقل	amh	hang, crucify, drive a peg
A00340	ይሰቅል	/jɨsɛkʼɨl/	/jaθaqqil/	يَثَقِّل	VI	VI							ثقل	amh	suspend
A00341	ሠለስት	/sɛlɛsɨt/	/θaːliθ/	ثَالِث	N	N			NUMB	NUMB			ثلث	amh	third day after funeral
A00342	ሢሶ	/siso/	/θulθ/	ثُلْث	A	A			NUMB	NUMB			ثلث	amh	one-third
A00343	ሣልስ	/saːlɨs/	/θaːliθ/	ثَالِث	N	N			NUMB	NUMB			ثلث	amh	the third order of the Amharic vowel system
A00344	ሥሉስ	/sɨlus/	/θaːluːθ/	ثَالُوث	N	N			RLGN	RLGN			ثلث	amh	the Holy trinity
A00345	ሥላሴ	/sɨlaːse/	/θalaːθa/	ثَلاثة	N	N			NUMB	NUMB			ثلث	amh	threefold, triple
A00346	መተመን	/mɛtɛmɛn/	/maθman/	مَثْمَن	I							ተመ፟ነ	ثمن	amh	put a price on
A00347	ሰማኒያ	/sɛmaːnija/	/θamaːniːja/	ثَمانِية	N	N			NUMB	NUMB			ثمن	amh	eighty
A00348	ስሙኒ	/sɨmun/	/θumn/	ثُمْن	N	N			NUMB	NUMB			ثمن	amh	25 cents (quarter of one Ethiopian dollar, birr,)
A00349	ስምንተኛ	/sɨmɨnɨtɛɲa/	/θamaːniːja/	ثَمانِية	A	A			NUMB	NUMB			ثمن	amh	eight
A00350	ተመነ	/tɛmɛnɛ/	/θammana/	ثَمَّنَ	VP	VP						ተመ፟ነ	ثمن	amh	put a price on
A00351	ተመን	/tɛmɛn/	/θaman/	ثَمَن	N	N						ተመ፟ነ	ثمن	amh	cost, value, charge
A00352	ተማኝ	/tɛmaːɲ/	/θammaːn/	ثَمَّان	P	P						ተመ፟ነ	ثمن	amh	put a price on
A00353	ተምኖ	/tɛmɨno/	/θamnun/	ثَمْنٌ	G	M						ተመ፟ነ	ثمن	amh	put a price on
A00354	ይተምናል	/jɨtɛmɨnal/	/jaθminanna/	يَثْمِنَنَّ	VC	VC						ተመ፟ነ	ثمن	amh	put a price on
A00355	ይተምን	/jɨtɛmɨn/	/jaθammin/	يَثَمِّن	VI	VI						ተመ፟ነ	ثمن	amh	put a price on
A00356	ዙረት	/zurɛt/	/θawra/	ثَوْرَة	N	N							ثور	amh	revolution
